id,english,status
10165408,Jugurtha secured a deal with the local Gaetuli to secure food and support.,no_translation
10165411,Jugurtha suffered the indignity of being paraded through the streets of Rome.,no_translation
10165412,Bocchus betrayed Jugurtha.,no_translation
10165421,Tom held the phone in his left hand.,no_translation
10165422,Jugurtha was paraded in Rome as a bound prisoner.,no_translation
10165423,Jugurtha went south to seek support from the Gaetuli.,no_translation
10165424,Jugurtha was in the Sahara to seek support from the Gaetuli.,no_translation
10165425,Rome was Jugurtha's final resting place.,no_translation
10165430,Jugurtha was betrayed with a crude act of deception.,no_translation
10165431,"Jugurtha was betrayed by his father-in-law, Bocchus, with a crude act of deception.",no_translation
10165435,Jugurtha's kingdom began falling to pieces.,no_translation
10165454,Jugurtha was famous for his extraordinary service in Spain.,no_translation
10165461,Jugurtha directed a campaign against the Romans in North Africa.,no_translation
10165463,Juba II was a philosopher king.,no_translation
10165464,Juba II was a scholar king.,no_translation
10165465,Jugurtha conducted a war against the Romans.,no_translation
10165475,The Romans never forced Jugurtha to conclude peace with them.,no_translation
10165476,The Romans never managed to force Jugurtha to conclude peace with them.,no_translation
10165477,Jugurtha was killed in Rome.,no_translation
10165478,Jugurtha was assassinated in Rome.,no_translation
10165579,"Jugurtha was purposely misled by his father-in-law, Bocchus.",no_translation
10165582,Rome sent troops to North Africa in order to deal with Jugurtha.,no_translation
10165588,Where did you get the motorcycle?,no_translation
10165600,"Sometimes people ask, ""How are you?"" if the person has been away from the place for quite sometime.",no_translation
10165609,"For someone you see more often, it is customary to ask, ""How are you?"" or ""How is your family""",no_translation
10165612,How did you get into the room?,no_translation
10165648,Most Americans were in favor of it.,no_translation
10165649,Most Americans were for it.,no_translation
10165694,I'll try to get it done before 2:30.,no_translation
10165709,You're not holding your knife quite right.,no_translation
10165714,Tom can leave.,no_translation
10165718,The same people who falsely accuse immigrants of spreading disease are arguing for their own inalienable right to spread disease.,no_translation
10165734,Do we have a map?,no_translation
10165755,Tom has narcolepsy.,no_translation
10165879,"Tom did that for Mary, not for me.",no_translation
10165910,Tom dodged the draft.,no_translation
10165951,That should hold true for the rest of this year.,no_translation
10165960,Tom didn't know what Mary was looking for.,no_translation
10165985,That was many years ago.,no_translation
10166271,We didn't like anything.,no_translation
10166272,Look what the future holds for us.,no_translation
10166273,Tom's parents speak French.,no_translation
10166298,Smoke more.,no_translation
10166315,The children were singing and holding hands.,no_translation
10166329,Tom and Mary hit it off very well.,no_translation
10166334,Tom ordered the item.,no_translation
10166458,"In Brazil, you will eat a lot of delicious fruit.",no_translation
10166501,Is the salad tasty?,no_translation
10166507,I love onions.,no_translation
10166513,They're trying the rice.,no_translation
10166515,Carrots are vegetables.,no_translation
10166533,Where's my onion?,no_translation
10166539,Who cooked the rice?,no_translation
10166540,Please try the salad.,no_translation
10166549,He is eating rice.,no_translation
10166552,You are eating rice.,no_translation
10166554,The artist is painting a picture.,no_translation
10166558,Birds love rice.,no_translation
10166561,Sake is made from rice.,no_translation
10166585,Tom is blowing his nose.,no_translation
10166620,Tom is Dutch.,no_translation
10166622,Tom is chatty.,no_translation
10166629,Mary analyzed the results.,no_translation
10166634,Mary bought bread.,no_translation
10166720,Your hands are trembling.,no_translation
10166722,I'm never sure of anything.,no_translation
10166724,All the guests were holding glasses.,no_translation
10166729,I made good purchases.,no_translation
10166732,I don't like sitting next to Tom.,no_translation
10166736,Seven times seven is forty-nine.,no_translation
10166763,"What are your next orders, sir?",no_translation
10166766,These words are interchangeable.,no_translation
10166770,Native Japanese speakers also sometimes have trouble with kanji.,no_translation
10166773,Don't touch this button.,no_translation
10166780,You have a very pleasant voice.,no_translation
10166828,This isn't a one-way street.,no_translation
10166966,Have you ever had a brain freeze?,no_translation
10166968,Tom got a brain freeze.,no_translation
10166970,Tom got a brain freeze after eating his ice cream too fast.,no_translation
10166971,"Scientists have determined that on Europa, beneath a thick layer of ice, is a salty ocean whose conditions may be suitable for life.",no_translation
10166972,"Because of its proximity to Jupiter, Europa is subject to impacts with space debris and intense electron radiation generated by the planet. Each of these impacts can stir up the surface of the moon.",no_translation
10166989,Fans were convinced the team would manage to bring the cup home for the first time.,no_translation
10166992,"Last year, the COVID pandemic saw Turkey canceling one of the world's oldest sporting events: the centuries-old Kirkpinar oil wrestling tournament.",no_translation
10167025,Tom didn't think anything of it.,no_translation
10167027,They both seemed embarrassed for some reason.,no_translation
10167028,Tom and Mary both seemed embarrassed for some reason.,no_translation
10167035,Venice is one of Europe's most romantic cities.,no_translation
10167037,"I think it should be X, not Y.",no_translation
10167063,"Who should have won the contest? I think it should have been Tom, not Mary.",no_translation
10167145,They told us to sit here.,no_translation
10167149,Tom then went to Australia.,no_translation
10167175,I learned how to ride a motorbike when I was sixteen years old.,no_translation
10167217,I learned how to ride a bicycle when I was six years old.,no_translation
10167229,I learned how to ride a motorcycle when I was sixteen years old.,no_translation
10167264,"It's not going to rain this afternoon. At least, I hope it doesn't.",no_translation
10167265,I hope Tom can get that sorted out.,no_translation
10167298,That's a change that we can all hope for.,no_translation
10167300,I hope Tom and Mary can take care of John.,no_translation
10167307,What was daily life like in the Soviet Union?,no_translation
10167368,These bank notes are genuine.,no_translation
10167373,Anybody who wants to may sign up.,no_translation
10167374,There's a possibility that rumor is true.,no_translation
10167375,"I thought that it was a good book, but Tom thought otherwise.",no_translation
10167377,I hope they make it.,no_translation
10167419,Tom needs to stop bothering Mary.,no_translation
10167420,I really hope Tom Jackson doesn't get elected.,no_translation
10167421,We have to obey traffic rules.,no_translation
10167442,Don't sit down!,no_translation
10167444,I can sell this for you if you want me to.,no_translation
10167446,This writer is Canadian.,no_translation
10167487,Maybe there's hope for Tom after all.,no_translation
10167489,Use what is at hand and do not look for another.,no_translation
10167529,Let's hope that Tom can put that right.,no_translation
10167554,I'll know how to speak Russian and Spanish.,no_translation
10167558,That's exactly the reaction that I was hoping for.,no_translation
10167559,I hope that Tom will do that soon.,no_translation
10167674,I was kind of hoping for something else to happen.,no_translation
10167677,There may be hope for Tom yet.,no_translation
10167761,What is your son doing?,no_translation
10167825,"I'm telling you, this is the spot. Just keep digging.",no_translation
10167916,Tom is hoping Mary can meet him.,no_translation
10167968,I hope everyone votes for me.,no_translation
10167970,Tom hopes to pass the exam.,no_translation
10167972,"""Just imagine everyone is naked."" ""But I'm bisexual!""",no_translation
10168044,That was just the reaction that I was hoping for.,no_translation
10168048,I hope Tom never does that.,no_translation
10168251,You seem to have made considerable progress since our last meeting.,no_translation
10168307,Search the house!,no_translation
10168691,I hope that this time it works.,no_translation
10168701,Tom said Mary was hoping John could help her.,no_translation
10168749,I saw another enter the mosque.,no_translation
10168973,Tom was hoping Mary could help him.,no_translation
10169014,"""Normal"" isn't in my vocabulary.",no_translation
10169073,I like mushrooms.,no_translation
10169075,I love mushrooms.,no_translation
10169077,Merkel said she wants more people to get vaccinated in order to lift remaining COVID-19- related restrictions and avoid the possibility of future lockdowns.,no_translation
10169099,I hope that Tom never does that.,no_translation
10169101,Remember when gas wasn't so crazy expensive?,no_translation
10169137,I hope it still works.,no_translation
10169139,Tom hopes the man who killed his father rots in prison.,no_translation
10169149,I really hope no one saw us doing that.,no_translation
10169150,I don't like the way Tom teaches English.,no_translation
10169151,Is Tom secretly a robot?,no_translation
10169159,Tom hopes that Mary can take care of his dog.,no_translation
10169160,Tom plays very well.,no_translation
10169164,Tom is now a really good musician.,no_translation
10169172,Tom doesn't want me anymore.,no_translation
10169174,Tom was the one who painted the house.,no_translation
10169199,Algeria has opened its borders with Niger.,no_translation
10169201,We're a lot like them.,no_translation
10169202,I'm trying to memorize this poem.,no_translation
10169203,Tom's children are trying to memorize the words to the national anthem.,no_translation
10169218,Listen carefully to what I'm going to tell you.,no_translation
10169219,"As for me, I'm not satisfied with the result of the examination the other day.",no_translation
10169220,Please take care of my baby while I'm out.,no_translation
10169227,Russians are tough people.,no_translation
10169228,Russians are brave people.,no_translation
10169229,"I feel better today, but I'm not feeling well enough to go to work.",no_translation
10169231,"I feel better today, but I'm not well enough to work.",no_translation
10169232,Everyone was so full of hope.,no_translation
10169237,"He went to America with high hopes, but now he's driving an Uber.",no_translation
10169270,There's nothing in this world that I'm afraid of.,no_translation
10169271,This is modern figurative art.,no_translation
10169272,Yanni wrote a study about modern figurative art.,no_translation
10169274,"Whatever may happen, I'm prepared for it.",no_translation
10169294,"If I'm late, you don't have to wait for me.",no_translation
10169315,Coincidence? I think not.,no_translation
10169316,Coincidence? I think not!,no_translation
10169330,Your name sounds like a swear word in my native language.,no_translation
10169337,Let's hope the same thing doesn't happen this year.,no_translation
10169340,I hope Tom is doing well.,no_translation
10169343,I fell asleep during the lesson.,no_translation
10169455,"As a robot, I find the idea of emotions ""confusing.""",no_translation
10169463,Let's hope nobody does that.,no_translation
10169466,Tom hoped that somebody would hear him.,no_translation
10169481,We sure hope that's not going to happen.,no_translation
10169486,That's not what I was hoping for.,no_translation
10169525,"""Where is Rima from?"" ""She's Russian.""",no_translation
10169527,You don't know me or what I'm capable of.,no_translation
10169533,Did he look at me?,no_translation
10169536,Where should I be looking?,no_translation
10169537,Are there many of them there?,no_translation
10169538,Are there a lot of them there?,no_translation
10169564,They're encouraging their children to learn Berber.,no_translation
10169565,Yanni and Rima are encouraging their children to learn Berber.,no_translation
10169584,My dad likes to get up early.,no_translation
10169585,Don't get your hopes up too high.,no_translation
10169586,Did you watch the news today?,no_translation
10169671,I don't like sitting next to Tom at concerts.,no_translation
10169690,Why is the floor covered in water?,no_translation
10169691,Is there a leak?,no_translation
10169692,What are we having?,no_translation
10169693,I've never tried maple syrup.,no_translation
10169694,Is it vegan?,no_translation
10169695,What's your least favorite color?,no_translation
10169866,I heard Tom speaks French.,no_translation
10169882,French is a Romance language.,no_translation
10169884,French is a Romance language and English is a Germanic language.,no_translation
10170001,We're hoping to change that.,no_translation
10170118,He's always late!,no_translation
10170120,This is my friend Rachel. We went to the same high school.,no_translation
10170121,I have a pen with me.,no_translation
10170142,"Unfortunately, neither of them are alive anymore.",no_translation
10170144,"Unfortunately, I never got to meet them.",no_translation
10170199,Tom went to see a lawyer.,error
10170332,We're hoping no one gets injured.,error
10170344,Tom and Mary are still babies.,error
10170378,His dogs are barking.,error
10159811,War broke out.,error
10163070,Put everything you want thrown away in this box.,error
10163075,Tom holds me responsible for it.,error
10163078,My phone is in my bag.,error
10163107,My parents taught me to keep my promises.,error
10163108,I'm not deaf. You don't need to shout.,error
10164125,Tom held on to the rope for dear life.,no_translation
10164180,I just want to be alone for a while.,no_translation
10164181,Their house is for sale.,no_translation
10164225,The bellboy held out his hand.,no_translation
10164238,Tom and Mary held each other closely.,no_translation
10164265,"Yeah, I'm crazy.",no_translation
10164431,Tom and Mary are sitting in the bleachers.,no_translation
10164437,You know that you have lost everything.,no_translation
10164600,Mary smiled back.,no_translation
10164603,The telephone rang every few minutes.,no_translation
10164750,I won't hold that against you.,no_translation
10164751,We were rich at the time.,no_translation
10164818,I'm here as a translator.,no_translation
10164820,I'm here as an interpreter.,no_translation
10164821,People are staring.,no_translation
10164833,I'm an observer.,no_translation
10164837,Let's meet on the outskirts of town.,no_translation
10164856,I'm hauling produce.,no_translation
10164858,The video cameras are mainly there to deter thieves.,no_translation
10164891,I only watched the highlights.,no_translation
10164893,I only watched the highlight reel.,no_translation
10164895,Do you have a highlighter I can borrow?,no_translation
10164896,Do you like ginger?,no_translation
10164933,Check the itinerary.,no_translation
10164967,Tom gets his drinking water from a well on his property.,no_translation
10164998,"John challenged Tom to a fight after school by the basketball court, but Tom never showed up.",no_translation
10165104,One of the female police officers was holding the baby.,no_translation
10165117,Do you like ale?,no_translation
10165136,Tom was holding a short piece of pipe in his left hand and a knife in his right.,no_translation
10165243,These are hard to get a hold of.,no_translation
10165318,Somebody was trying to break in.,no_translation
10165319,Tom ordered a cup of coffee for himself and a cup of cocoa for Mary.,no_translation
10165334,He was screaming.,no_translation
10165344,Mary gave birth to a boy.,no_translation
10165348,Jugurtha was captured by the Romans.,no_translation
10165349,"Jugurtha was betrayed by his father-in-law, Bocchus, who captured him and delivered him to the Romans.",no_translation
10165421,Tom held the phone in his left hand.,no_translation
10165465,Jugurtha conducted a war against the Romans.,no_translation
10165582,Rome sent troops to North Africa in order to deal with Jugurtha.,no_translation
10165588,Where did you get the motorcycle?,no_translation
10165600,"Sometimes people ask, ""How are you?"" if the person has been away from the place for quite sometime.",no_translation
10165609,"For someone you see more often, it is customary to ask, ""How are you?"" or ""How is your family""",no_translation
10165612,How did you get into the room?,no_translation
10165648,Most Americans were in favor of it.,no_translation
10165734,Do we have a map?,no_translation
10165755,Tom has narcolepsy.,no_translation
10165879,"Tom did that for Mary, not for me.",no_translation
10165910,Tom dodged the draft.,no_translation
10165951,That should hold true for the rest of this year.,no_translation
10166298,Smoke more.,no_translation
10166315,The children were singing and holding hands.,no_translation
10166329,Tom and Mary hit it off very well.,no_translation
10166334,Tom ordered the item.,no_translation
10166458,"In Brazil, you will eat a lot of delicious fruit.",no_translation
10166501,Is the salad tasty?,no_translation
10166549,He is eating rice.,no_translation
10166552,You are eating rice.,no_translation
10166554,The artist is painting a picture.,no_translation
10166558,Birds love rice.,no_translation
10166561,Sake is made from rice.,no_translation
10166724,All the guests were holding glasses.,no_translation
10166729,I made good purchases.,no_translation
10166732,I don't like sitting next to Tom.,no_translation
10166736,Seven times seven is forty-nine.,no_translation
10166971,"Scientists have determined that on Europa, beneath a thick layer of ice, is a salty ocean whose conditions may be suitable for life.",no_translation
10167035,Venice is one of Europe's most romantic cities.,error
10167149,Tom then went to Australia.,no_translation
